NC_013715.1 Rothia mucilaginosa DY-18, complete genome
NZ_CP054267.1 Klebsiella pneumoniae strain 39427 plasmid pKPN39427.3, complete sequence
NZ_CP054268.1 Klebsiella pneumoniae strain 39427 chromosome, complete genome
NZ_CP027425.1 Klebsiella oxytoca strain FDAARGOS_335 plasmid unnamed, complete sequence
NZ_CP027426.1 Klebsiella oxytoca strain FDAARGOS_335 chromosome, complete genome
NZ_CP023185.1 Klebsiella michiganensis strain K518 chromosome, complete genome
NZ_CP023186.1 Klebsiella michiganensis strain K518 plasmid pK518_KPC, complete sequence
NZ_CP023187.1 Klebsiella michiganensis strain K518 plasmid pK518_NDM1, complete sequence
NZ_CP023188.1 Klebsiella michiganensis strain K518 plasmid pK518_NDM5, complete sequence
NZ_CP009125.1 Pectobacterium atrosepticum strain 21A chromosome, complete genome
NZ_CP009126.1 Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence
NZ_CP012753.1 Klebsiella pneumoniae strain KP617 chromosome, complete genome
NZ_CP012754.1 Klebsiella pneumoniae strain KP617 plasmid KP-p1, complete sequence
NZ_CP012755.1 Klebsiella pneumoniae strain KP617 plasmid KP-p2, complete sequence
NZ_CP027526.1 Magnetospirillum gryphiswaldense MSR-1 chromosome, complete genome
NZ_CP012033.1 Lactobacillus koreensis strain 26-25, complete genome
NZ_CP044177.1 Salmonella enterica subsp. enterica serovar Concord strain AR-0407 chromosome, complete genome
NZ_CP044178.1 Salmonella enterica subsp. enterica serovar Concord strain AR-0407 plasmid pAR-0407-1
NZ_CP044179.1 Salmonella enterica subsp. enterica serovar Concord strain AR-0407 plasmid pAR-0407-2
NZ_CP044180.1 Salmonella enterica subsp. enterica serovar Concord strain AR-0407 plasmid pAR-0407-3, complete sequence
NZ_AP014565.1 Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553
NZ_AP014566.1 Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553 plasmid pST3553, complete sequence
NZ_CP048280.1 Rhizobium leguminosarum bv. viciae 248 chromosome, complete genome
NZ_CP048281.1 Rhizobium leguminosarum bv. viciae 248 plasmid pRle248e, complete sequence
NZ_CP048282.1 Rhizobium leguminosarum bv. viciae 248 plasmid pRle248d, complete sequence
NZ_CP048283.1 Rhizobium leguminosarum bv. viciae 248 plasmid pRle248c, complete sequence
NZ_CP048284.1 Rhizobium leguminosarum bv. viciae 248 plasmid pRle248b, complete sequence
NZ_CP048285.1 Rhizobium leguminosarum bv. viciae 248 plasmid pRle248a, complete sequence
NZ_LS483306.1 Enterococcus cecorum strain NCTC12421 chromosome 1
NZ_CP007576.1 Aeromonas hydrophila pc104A strain PC-104A chromosome, complete genome
NZ_CP042652.1 Pseudoarcobacter acticola strain KCTC 52212 chromosome, complete genome
NC_022808.2 Pseudomonas aeruginosa PA1, complete sequence
NZ_CP050329.1 Pseudomonas aeruginosa strain DVT417 chromosome, complete genome
NC_021182.1 Clostridium pasteurianum BC1, complete sequence
NC_021183.1 Clostridium pasteurianum BC1 plasmid pCLOPA01, complete sequence
NZ_LT906481.1 Corynebacterium urealyticum strain NCTC12011 chromosome 1
NZ_CP030931.1 Exiguobacterium acetylicum strain AMCC 101217 chromosome, complete genome
NZ_CP049196.1 Escherichia coli strain E118 chromosome, complete genome
NZ_CP013738.1 Streptomyces globisporus C-1027 chromosome, complete genome
NZ_CP013739.1 Streptomyces globisporus C-1027 plasmid SGLP1, complete sequence
NZ_CP013740.1 Streptomyces globisporus C-1027 plasmid pSGL1, complete sequence
NZ_CP049077.1 Escherichia coli strain p11A chromosome, complete genome
NZ_CP049078.1 Escherichia coli strain p11A plasmid p11A_p1, complete sequence
NZ_CP049079.1 Escherichia coli strain p11A plasmid p11A_p2, complete sequence
NZ_AP014567.1 Mycobacterium leprae Kyoto-2
NZ_CP041605.1 Streptomyces sp. S1D4-14 plasmid pS1D4-14.1, complete sequence
NZ_CP041606.1 Streptomyces sp. S1D4-14 plasmid pS1D4-14.2, complete sequence
NZ_CP041607.1 Streptomyces sp. S1D4-14 chromosome, complete genome
NZ_CP020468.1 Actinomyces gaoshouyii strain pika_114 chromosome, complete genome
NZ_CP027586.1 Escherichia coli strain 2012EL-2448 chromosome, complete genome
NC_011771.1 Bacillus cereus AH820 plasmid pAH820_10, complete sequence
NC_011773.1 Bacillus cereus AH820, complete genome
NC_011776.1 Bacillus cereus AH820 plasmid pAH820_3, complete sequence
NC_011777.1 Bacillus cereus AH820 plasmid pAH820_272, complete sequence
NC_017041.1 Rickettsia australis str. Cutlack Plasmid01, complete sequence
NC_017058.1 Rickettsia australis str. Cutlack, complete genome
NZ_CP047360.1 Klebsiella variicola strain AHKv-S01 chromosome, complete genome
NZ_CP020983.1 Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6990 chromosome, complete genome
NZ_CP020984.1 Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6990 plasmid pA, complete sequence
NZ_CP042910.1 Gimesia maris strain DSM 8797 chromosome, complete genome
NZ_CP042615.1 Escherichia coli strain NCYU-26-73 chromosome, complete genome
NZ_CP042616.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-1, complete sequence
NZ_CP042617.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-2, complete sequence
NZ_CP042618.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-3_MCR3, complete sequence
NZ_CP042619.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-4, complete sequence
NZ_CP042620.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-5, complete sequence
NZ_CP042621.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-6, complete sequence
NZ_CP042622.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-7, complete sequence
NZ_CP042623.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-8, complete sequence
NZ_CP042624.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-9, complete sequence
NZ_CP042625.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-10, complete sequence
NZ_CP042626.1 Escherichia coli strain NCYU-26-73 plasmid pNCYU-26-73-11, complete sequence
NZ_CP026386.1 Pseudomonas sp. PONIH3 chromosome, complete genome
NC_011725.1 Bacillus cereus B4264, complete genome
NC_007333.1 Thermobifida fusca YX, complete genome
NZ_CP045002.1 Pseudomonas aeruginosa strain PAG5 chromosome, complete genome
NZ_CP045003.1 Pseudomonas aeruginosa strain PAG5 plasmid pPAG5, complete sequence
NZ_CP043056.1 Dolichospermum sp. UHCC 0315A chromosome, complete genome
NZ_CP043057.1 Dolichospermum sp. UHCC 0315A plasmid pUHCC0315a, complete sequence
NZ_CP043058.1 Dolichospermum sp. UHCC 0315A plasmid pUHCC0315b, complete sequence
NZ_CP043059.1 Dolichospermum sp. UHCC 0315A plasmid pUHCC0315c, complete sequence
NZ_CP023478.1 Klebsiella quasipneumoniae strain KPC142 chromosome, complete genome
NZ_CP023479.1 Klebsiella quasipneumoniae strain KPC142 plasmid pKQPS142a, complete sequence
NZ_CP023480.1 Klebsiella quasipneumoniae strain KPC142 plasmid pKQPS142b, complete sequence
NZ_CP024784.1 Enterobacteriaceae bacterium S05 chromosome, complete genome
NZ_CP003987.1 Streptomyces sp. 769 chromosome, complete genome
NZ_CP003988.1 Streptomyces sp. 769 plasmid pSGZL, complete sequence
NZ_CP024720.1 Escherichia coli isolate NQ3 chromosome, complete genome
NZ_CP024721.1 Escherichia coli isolate NQ3 plasmid p1NQ3, complete sequence
NZ_CP024722.1 Escherichia coli isolate NQ3 plasmid p2NQ3, complete sequence
NZ_CP019875.1 Komagataeibacter nataicola strain RZS01 chromosome, complete genome
NZ_CP019876.1 Komagataeibacter nataicola strain RZS01 plasmid pKNA01, complete sequence
NZ_CP019877.1 Komagataeibacter nataicola strain RZS01 plasmid pKNA02, complete sequence
NZ_CP019878.1 Komagataeibacter nataicola strain RZS01 plasmid pKNA03, complete sequence
NZ_CP019879.1 Komagataeibacter nataicola strain RZS01 plasmid pKNA04, complete sequence
NZ_CP019880.1 Komagataeibacter nataicola strain RZS01 plasmid pKNA05, complete sequence
NZ_CP019881.1 Komagataeibacter nataicola strain RZS01 plasmid pKNA06, complete sequence
NZ_CP026132.1 Klebsiella pneumoniae strain F5 chromosome, complete genome
NZ_CP026133.1 Klebsiella pneumoniae strain F5 plasmid pF5_1, complete sequence
NZ_CP026134.1 Klebsiella pneumoniae strain F5 plasmid pF5_2, complete sequence
NZ_CP026135.1 Klebsiella pneumoniae strain F5 plasmid pF5_3, complete sequence
NZ_CP009225.1 Clostridium sporogenes strain NCIMB 10696 chromosome, complete genome
NZ_CP034443.1 Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2 chromosome, complete genome
NZ_CP054572.1 Pseudomonas sp. FDAARGOS_761 chromosome, complete genome
NZ_CP011073.1 Bacteroides fragilis strain BOB25 chromosome, complete genome
NZ_CP029805.1 Bacillus anthracis strain London_499 chromosome, complete genome
NZ_CP029806.1 Bacillus anthracis strain London_499 plasmid pX01, complete sequence
NZ_CP029807.1 Bacillus anthracis strain London_499 plasmid pX02, complete sequence
NZ_CP025466.1 Klebsiella pneumoniae strain JS187 chromosome, complete genome
NZ_CP025467.1 Klebsiella pneumoniae strain JS187 plasmid p187-1, complete sequence
NZ_CP025468.1 Klebsiella pneumoniae strain JS187 plasmid p187-2, complete sequence
NZ_CP025469.1 Klebsiella pneumoniae strain JS187 plasmid p187-3, complete sequence
NZ_CP025470.1 Klebsiella pneumoniae strain JS187 plasmid p187-4, complete sequence
NZ_CP028549.2 Klebsiella variicola strain WCHKP19 plasmid p1_020019, complete sequence
NZ_CP028550.1 Klebsiella variicola strain WCHKP19 plasmid p2_020019, complete sequence
NZ_CP028551.2 Klebsiella variicola strain WCHKP19 plasmid p3_020019, complete sequence
NZ_CP028552.2 Klebsiella variicola strain WCHKP19 plasmid p4_020019, complete sequence
NZ_CP028553.2 Klebsiella variicola strain WCHKP19 plasmid pCTXM15_020019, complete sequence
NZ_CP028554.1 Klebsiella variicola strain WCHKP19 plasmid pKPC2_020019, complete sequence
NZ_CP028555.2 Klebsiella variicola strain WCHKP19 chromosome, complete genome
NZ_CP016761.1 Fictibacillus arsenicus strain G25-54 chromosome, complete genome
NZ_CP022464.2 Enterocloster bolteae strain ATCC BAA-613 chromosome, complete genome
NZ_CP022465.2 Enterocloster bolteae strain ATCC BAA-613 plasmid unnamed, complete sequence
NZ_AP018671.1 Klebsiella pneumoniae strain GSU10-3
NZ_AP018672.1 Klebsiella pneumoniae strain GSU10-3 plasmid pGSU10-3-1, complete sequence
NZ_AP018673.1 Klebsiella pneumoniae strain GSU10-3 plasmid pGSU10-3-2, complete sequence
NZ_AP018674.1 Klebsiella pneumoniae strain GSU10-3 plasmid pGSU10-3-3, complete sequence
NZ_AP018675.1 Klebsiella pneumoniae strain GSU10-3 plasmid pGSU10-3-4, complete sequence
NZ_CP015002.1 Pseudomonas aeruginosa strain PA8281, complete genome
NZ_CP027214.1 Chlamydia muridarum str. Nigg isolate CM004 chromosome, complete genome
NZ_AP018753.1 Klebsiella pneumoniae strain KP67
NZ_AP018754.1 Klebsiella pneumoniae strain KP67 plasmid pKP6701, complete sequence
NZ_AP018755.1 Klebsiella pneumoniae strain KP67 plasmid pKP6702, complete sequence
NZ_CP013913.1 Serratia fonticola strain GS2, complete genome
NZ_CP013914.1 Serratia fonticola strain GS2 plasmid pSF001, complete sequence
NZ_CP013915.1 Serratia fonticola strain GS2 plasmid pSF002, complete sequence
NZ_CP020516.1 Escherichia coli strain 222 chromosome, complete genome
NZ_CP020517.1 Escherichia coli strain 222 plasmid unnamed3, complete sequence
NZ_CP020518.1 Escherichia coli strain 222 plasmid unnamed2, complete sequence
NZ_CP020519.1 Escherichia coli strain 222 plasmid unnamed1, complete sequence
NZ_CP010979.1 Pseudomonas putida S13.1.2, complete genome
NZ_CP009280.1 Paenibacillus sp. FSL P4-0081, complete genome
NZ_LN999997.1 Salmonella enterica subsp. enterica serovar Typhimurium isolate SO4698-09 chromosome I
NZ_CP041189.1 Pseudomonas sp. NIBRBAC000502773 chromosome, complete genome
NZ_LR134344.1 Bifidobacterium bifidum strain NCTC13001 chromosome 1
NC_017651.1 Escherichia coli str. 'clone D i2', complete genome
NZ_CP028848.1 Pseudomonas aeruginosa strain IMP67 chromosome, complete genome
NZ_CP024134.1 Escherichia coli strain 14EC017 chromosome, complete genome
NZ_CP024135.1 Escherichia coli strain 14EC017 plasmid p14EC017a, complete sequence
NZ_CP024136.1 Escherichia coli strain 14EC017 plasmid p14EC017b, complete sequence
NZ_CP024137.1 Escherichia coli strain 14EC017 plasmid p14EC017c, complete sequence
NZ_CP033069.1 Acidovorax sp. 1608163 chromosome, complete genome
NZ_CP014067.2 Enterococcus gallinarum strain FDAARGOS_163 chromosome, complete genome
NZ_CP014068.2 Enterococcus gallinarum strain FDAARGOS_163 plasmid unnamed, complete sequence
NZ_LR739069.1 Pseudomonas aeruginosa strain PcyII-40 isolate PcyII-40 chromosome PcyII-40
NZ_CP045221.1 Pseudomonas chlororaphis subsp. aurantiaca strain ARS 38 chromosome, complete genome
NZ_CP023074.1 Enterococcus thailandicus strain a523 chromosome, complete genome
NZ_LN515398.1 Mycoplasma capricolum subsp. capripneumoniae strain F38 = NCTC 10192T chromosome 1
NZ_CP041927.1 Klebsiella pneumoniae strain 18-2374 chromosome, complete genome
NZ_CP041928.1 Klebsiella pneumoniae strain 18-2374 plasmid pSECR18-2374A, complete sequence
NZ_CP041929.1 Klebsiella pneumoniae strain 18-2374 plasmid pSECR18-2374B, complete sequence
NZ_CP041930.1 Klebsiella pneumoniae strain 18-2374 plasmid pSECR18-2374C, complete sequence
NZ_CP041931.1 Klebsiella pneumoniae strain 18-2374 plasmid pSECR18-2374D, complete sequence
NC_009998.1 Shewanella baltica OS195 plasmid pS19501, complete sequence
NC_009999.1 Shewanella baltica OS195 plasmid pS19502, complete sequence
NC_010000.1 Shewanella baltica OS195 plasmid pS19503, complete sequence
NZ_CP029971.1 Lactobacillus kefiri strain DH5 chromosome, complete genome
NZ_CP029972.1 Lactobacillus kefiri strain DH5 plasmid pDH5, complete sequence
NZ_CP047160.1 Klebsiella pneumoniae strain KP19-2029 chromosome, complete genome
NZ_CP047161.1 Klebsiella pneumoniae strain KP19-2029 plasmid pKP19-2029-KPC2, complete sequence
NZ_CP047162.1 Klebsiella pneumoniae strain KP19-2029 plasmid pKP19-2029-Col, complete sequence
NZ_CP009802.1 Streptomyces sp. FR-008 chromosome, complete genome
NZ_CP009803.1 Streptomyces sp. FR-008 plasmid pSSFR1, complete sequence
NZ_CP009804.1 Streptomyces sp. FR-008 plasmid pSSFR2, complete sequence
NZ_CP022263.1 Xanthomonas citri pv. vignicola strain CFBP7111 chromosome, complete genome
NZ_CP022264.1 Xanthomonas citri pv. vignicola strain CFBP7111 plasmid plA, complete sequence
NZ_CP022265.1 Xanthomonas citri pv. vignicola strain CFBP7111 plasmid plC, complete sequence
NZ_CP022266.1 Xanthomonas citri pv. vignicola strain CFBP7111 plasmid plB, complete sequence
NZ_CP053840.1 Arcobacter venerupis strain LMG 26156 chromosome, complete genome
NZ_CP034799.1 Escherichia coli strain 2009C-4687 chromosome, complete genome
NZ_CP034800.1 Escherichia coli strain 2009C-4687 plasmid p2009C-4687, complete sequence
NZ_LS398098.1 Chlamydia suis isolate 5-27b chromosome I
NZ_CP033788.1 Bacillus sp. FDAARGOS_527 plasmid unnamed1, complete sequence
NZ_CP033789.1 Bacillus sp. FDAARGOS_527 plasmid unnamed2, complete sequence
NZ_CP033790.1 Bacillus sp. FDAARGOS_527 plasmid unnamed3, complete sequence
NZ_CP033791.1 Bacillus sp. FDAARGOS_527 plasmid unnamed4, complete sequence
NZ_CP033792.1 Bacillus sp. FDAARGOS_527 plasmid unnamed5, complete sequence
NZ_CP033793.1 Bacillus sp. FDAARGOS_527 plasmid unnamed6, complete sequence
NZ_CP033794.1 Bacillus sp. FDAARGOS_527 plasmid unnamed7
NZ_CP033795.1 Bacillus sp. FDAARGOS_527 chromosome, complete genome
NZ_CP033796.1 Bacillus sp. FDAARGOS_527 plasmid unnamed8
NZ_AP022325.1 Mycoplasma felis strain Myco-2
NZ_CP040441.1 Bacillus halodurans isolate LB-1 chromosome, complete genome
NZ_CP014010.1 Klebsiella pneumoniae subsp. pneumoniae strain RJF999 chromosome, complete genome
NZ_CP014011.1 Klebsiella pneumoniae subsp. pneumoniae strain RJF999 plasmid pRJF999, complete sequence
NZ_AP021876.1 Desulfosarcina ovata strain 28bB2T
NZ_AP021877.1 Desulfosarcina ovata strain 28bB2T plasmid Do28_1, complete sequence
NZ_AP021878.1 Desulfosarcina ovata strain 28bB2T plasmid Do28_2, complete sequence
NZ_LT594522.1 Secondary endosymbiont of Trabutina mannipara isolate TRABTM chromosome I
NZ_CP017007.1 Pseudomonas syringae pv. actinidiae strain ICMP 20586 chromosome, complete genome
NZ_CP017008.1 Pseudomonas syringae pv. actinidiae strain ICMP 20586 plasmid pPsa20586, complete sequence
NZ_CP049197.1 Escherichia coli strain E597 chromosome, complete genome
NZ_CP022048.2 Brevundimonas vesicularis strain FDAARGOS_289 chromosome, complete genome
NZ_CP023532.1 Escherichia coli strain FDAARGOS_403 plasmid unnamed3, complete sequence
NZ_CP023533.1 Escherichia coli strain FDAARGOS_403 plasmid unnamed2, complete sequence
NZ_CP023534.1 Escherichia coli strain FDAARGOS_403 plasmid unnamed1, complete sequence
NZ_CP023535.1 Escherichia coli strain FDAARGOS_403 chromosome, complete genome
NZ_CP050330.1 Pseudomonas aeruginosa strain DVT779 chromosome, complete genome
NZ_CP045768.1 Pseudomonas aeruginosa strain CFSAN084950 chromosome, complete genome
NZ_CP012498.1 Escherichia coli strain 06-00048 plasmid pCFSAN004178P_02, complete sequence
NZ_CP015229.1 Escherichia coli strain 06-00048 chromosome, complete genome
NZ_CP010157.1 Escherichia coli strain D10, complete genome
NZ_CP010158.1 Escherichia coli strain D10 plasmid A, complete genome
NZ_CP010159.1 Escherichia coli strain D10 plasmid B, complete genome
NZ_CP035946.1 Campylobacter canadensis strain LMG 24001 chromosome, complete genome
NZ_CP024171.1 Bordetella bronchiseptica strain D448 chromosome, complete genome
NZ_CP047685.1 Serratia marcescens strain 2838 chromosome, complete genome
NZ_CP047686.1 Serratia marcescens strain 2838 plasmid p2838-KPC, complete sequence
NZ_CP047687.1 Serratia marcescens strain 2838 plasmid pXQ, complete sequence
NZ_CP013433.1 Burkholderia vietnamiensis strain AU1233 chromosome 1, complete sequence
NZ_CP013434.1 Burkholderia vietnamiensis strain AU1233 chromosome 2, complete sequence
NZ_CP034281.1 Klebsiella pneumoniae strain I72 chromosome, complete genome
NZ_CP034282.1 Klebsiella pneumoniae strain I72 plasmid p72_FIBkpn, complete sequence
NZ_CP034283.1 Klebsiella pneumoniae strain I72 plasmid p72_LM_OXA48, complete sequence
NZ_CP034284.1 Klebsiella pneumoniae strain I72 plasmid p72_OXA181_X3, complete sequence
NZ_CP024880.1 Klebsiella aerogenes strain AR_0018 chromosome, complete genome
NZ_CP043538.1 Methylobacterium mesophilicum SR1.6/6 chromosome, complete genome
NC_015277.1 Sphingobacterium sp. 21, complete genome
NZ_CP026094.1 Streptomyces albulus strain CK-15 chromosome, complete genome
NZ_CP018468.1 Xanthomonas vesicatoria strain LM159 plasmid pLM159.1, complete sequence
NZ_CP018469.1 Xanthomonas vesicatoria strain LM159 plasmid pLM159.3, complete sequence
NZ_CP018470.1 Xanthomonas vesicatoria strain LM159 chromosome, complete genome
NZ_CP018471.1 Xanthomonas vesicatoria strain LM159 plasmid pLM159.2, complete sequence
NC_012472.1 Bacillus cereus 03BB102, complete genome
NC_012473.1 Bacillus cereus 03BB102 plasmid p03BB102_179, complete sequence
NZ_CP019396.1 Pseudomonas sp. R32 chromosome, complete genome
NZ_LR130530.1 Pseudomonas aeruginosa isolate paerg003 chromosome 0
NZ_CP054303.1 Klebsiella pneumoniae strain MS14393 chromosome, complete genome
